dataset_id,resolved,native_or_converted,main_branch_extensions
lvhaidong/LAFAN1_Retargeting_Dataset,True,auto_converted,.csv;.gitattributes;.json;.md;.py;.stl;.urdf
nvidia/OpenCodeInstruct,True,native,.gitattributes;.md;.parquet
open-r1/DAPO-Math-17k-Processed,True,native,.gitattributes;.md;.parquet;.py
zwhe99/DeepMath-103K,True,native,.gitattributes;.md;.parquet;.png
SWE-bench/SWE-bench,True,native,.gitattributes;.md;.parquet
TianxingChen/RoboTwin2.0,True,auto_converted,.ckpt;.gitattributes;.md;.pkl;.pt;.py;.zip
BioProBench/BioProBench,True,auto_converted,.gitattributes;.json;.md
EPDCL/pd-defect,True,auto_converted,.csv;.gitattributes;.gitignore;.jpg;.json;.txt;.yaml
yandex/alchemist,True,native,.csv;.gitattributes;.gitignore;.md;.parquet
vhdm/persian-voice-v1,True,native,.gitattributes;.md;.parquet
miaojiemiao/Anime-2026,True,auto_converted,.gitattributes;.tar
next-token/clean-PD-16000-books3,True,auto_converted,.gitattributes;.gz;.jsonl;.md
AlicanKiraz0/Cybersecurity-Dataset-Heimdall-v1.1,True,auto_converted,.gitattributes;.json;.md
spatialverse/InteriorGS,True,auto_converted,.gitattributes;.json;.md;.ply;.png;.py
aryansai/Hindu-Gods-DB,True,auto_converted,.csv;.gitattributes;.md
laion/Emolia,True,auto_converted,.gitattributes;.gz;.md;.tar
HumynLabs/medical-prescription-english-audio,True,auto_converted,.gitattributes;.m4a;.md;.wav
spatialverse/InteriorAgent,True,auto_converted,.exr;.gitattributes;.hdr;.jpeg;.jpg;.json;.md;.mdl;.png;.usd;.usda
ariG23498/useful-scripts,True,auto_converted,.gitattributes;.py;.sh
HuggingFaceFW/finewiki,True,native,.csv;.gitattributes;.json;.md;.parquet;.py
Bingguang/HardGen,True,auto_converted,.gitattributes;.json;.md
open-law-data-thailand/soc-ratchakitcha,True,auto_converted,.gitattributes;.gitignore;.json;.jsonl;.md;.pdf;.zip
lgrzybowski/seraphim-drone-detection-dataset,True,auto_converted,.gitattributes;.gitignore;.md;.png;.zip
builddotai/Egocentric-10K,True,auto_converted,.gitattributes;.json;.md;.png;.tar
Real-IAD/Real-IAD_Variety,True,auto_converted,.gitattributes;.txt;.zip
PleIAs/SYNTH,True,native,.gitattributes;.md;.parquet;.png
NLP-Debater-Project/IBM-Debater-ArgKP,True,auto_converted,.csv;.gitattributes;.md;.txt
allenai/Dolci-Instruct-SFT,True,native,.gitattributes;.md;.parquet
jumplander/JumpLander-Persian-Forum-mini-Dataset,True,auto_converted,.gitattributes;.json;.md
Rapidata/psychology-association-kiki-bouba-etc,True,native,.gitattributes;.md;.parquet
open-thoughts/OpenThoughts-Agent-v1-SFT,True,native,.gitattributes;.md;.parquet;.png
alanwgt/fipex-veiculos-brasil,True,native,.csv;.gitattributes;.gitignore;.lfsconfig;.md;.parquet;.py;.sql
nvidia/Nemotron-Agentic-v1,True,auto_converted,.gitattributes;.jsonl;.md
Traders-Lab/TroveLedger,True,native,.gitattributes;.gitignore;.jpg;.md;.parquet;.txt;.yaml
nvidia/SAGE-10k,True,auto_converted,.gif;.gitattributes;.jpg;.md;.png;.py;.sh;.zip
SII-WANGZJ/Polymarket_data,True,native,.gitattributes;.md;.parquet
UniParser/OmniScience,True,native,.gitattributes;.md;.parquet
ma-xu/fine-t2i,True,auto_converted,.gitattributes;.jpg;.md;.tar
tucnguyen/ShareChat,True,auto_converted,.csv;.gitattributes;.json;.md
AllTheBacteria/BacCorpus-prot-90,True,native,.gitattributes;.md;.parquet
MiniMaxAI/role-play-bench,True,native,.gitattributes;.jsonl;.md;.parquet
ruggsea/infini-news-corpus,True,native,.gitattributes;.md;.parquet
wambosec/prompt-injections,True,native,.gitattributes;.md;.parquet
Shio-Koube/Danbooru-2026-parquet-metadata,True,native,.gitattributes;.parquet
SimulaMet/moltbook-observatory-archive,True,native,.db;.gitattributes;.json;.md;.parquet;.py
PaDaS-Lab/webfaq-v2,True,native,.gitattributes;.md;.parquet
pliny-the-prompter/g0dm0d3,True,auto_converted,.gitattributes;.jsonl;.md
feihuangfh/INSURBIAS,True,auto_converted,.csv;.gitattributes;.md;.py;.xlsx
ServiceNow-AI/EnterpriseOps-Gym,True,native,.gitattributes;.md;.parquet;.png
jayfurzy/orthodox-patristic-corpus,True,auto_converted,.gitattributes;.jsonl;.md
open-gigaai/CVPR-2026-WorldModel-Track-Dataset,True,auto_converted,.gitattributes;.json;.md;.mp4;.pkl;.png
nvidia/Nemotron-SFT-Instruction-Following-Chat-v2,True,auto_converted,.gitattributes;.gitignore;.jsonl;.md
nvidia/Nemotron-SFT-Math-v3,True,auto_converted,.gitattributes;.gitignore;.jsonl;.md
ropedia-ai/xperience-10m,True,auto_converted,.gitattributes;.hdf5;.md;.mp4;.rrd
purvanshi/lica-data,True,auto_converted,.csv;.ds_store;.gitattributes;.json;.md;.mp4;.png
3dlg-hcvc/artiverse,True,auto_converted,.gitattributes;.gitignore;.gz;.json;.md;.py
liumindmind/NekoQA-30K,True,auto_converted,.gitattributes;.json;.md
wangyunnan/SceneScribe-1M,True,auto_converted,.gitattributes;.md
ServiceNow-AI/SynthDocBench,True,native,.gitattributes;.md;.parquet;.pdf;.png
handshake-ai-research/bankertoolbench,True,auto_converted,.csv;.docx;.gitattributes;.gz;.jpeg;.jpg;.jsonl;.md;.pdf;.png;.pptx;.xlsx
zai-org/Vision2Web,True,native,.gitattributes;.gz;.md;.parquet;.png
Lite-Coder/LiteCoder-Terminal-SFT,True,auto_converted,.gitattributes;.json;.md
lambda/hermes-agent-reasoning-traces,True,native,.gitattributes;.md;.parquet
eulermaxwell/AnalogRetriever-data,True,auto_converted,.ds_store;.gitattributes;.jpg;.txt
Edu-p/harmful-prompts-pt,True,auto_converted,.csv;.gitattributes;.md
clzoro/Claude-Distills,True,auto_converted,.gitattributes;.jsonl;.md
badlogicgames/pi-mono,True,auto_converted,.gitattributes;.jsonl;.md
Cseti/ComfyUI-Workflows,True,auto_converted,.gitattributes;.gitignore;.jpg;.json;.md;.mp4;.png;.webm
clzoro/GLM-5.1-1000000x,True,auto_converted,.gitattributes;.jsonl;.md
NJU-LINK/CodeTraceBench,True,native,.diff;.gitattributes;.json;.jsonl;.log;.md;.parquet;.patch;.pred;.sh;.traj;.txt;.yaml;.zst
alessiopierdominici/osm-clip-dataset,True,auto_converted,.gitattributes;.md;.tar
giskardai/StereoTales,True,native,.gitattributes;.md;.parquet
Anthropic/BioMysteryBench-preview,True,native,.csv;.gitattributes;.md;.parquet;.zip
Anthropic/BioMysteryBench-full,True,native,.csv;.gitattributes;.md;.parquet;.zip
GokuScraper/seedance-2-prompts-datasets,True,auto_converted,.gitattributes;.jpeg;.jpg;.jsonl;.md;.mp4;.png;.webm
zake7749/Qwen3.6-35B-A3B-Tool-Calling,True,native,.gitattributes;.md;.parquet;.png
r0b0tlab/deepseek-hermes-reasoning-traces,True,native,.gitattributes;.md;.parquet;.png;.py
nvidia/PhysicalAI-WorldModel-Synthetic-Embodied-Robot-Scenes,True,auto_converted,.gif;.gitattributes;.json;.jsonl;.md;.tar
benchflow/skillsbench,True,auto_converted,.api;.bib;.bin;.cif;.civ6map;.css;.csv;.docx;.dxf;.escript;.gitattributes;.gitignore;.gitkeep;.gwf;.gz;.ipynb;.java;.jinja;.jpg;.js;.json;.jsonl;.lean;.license;.md;.mjs;.mp4;.mseed;.nml;.npy;.npz;.patch;.pcap;.pddl;.pdf;.png;.pptx;.properties;.pt;.py;.rules;.sbt;.scala;.sh;.skill;.srt;.stl;.ts;.tsx;.txt;.xls;.xlsx;.xml;.xsd;.yaml;.yml;.zip
dimitrismallis/CADTestBench,True,native,.gitattributes;.md;.parquet
zhiyichin/icer,True,auto_converted,.csv;.gitattributes;.md;.png
VladPyatov/CADFS,True,auto_converted,.gitattributes;.json;.jsonl;.md;.zip
cross-encoder/ettin-reranker-v1-data,True,native,.gitattributes;.md;.parquet
Jackrong/Claude-opus-4.6-TraceInversion-9000x,True,auto_converted,.gitattributes;.jsonl;.md
tmquan/vbpl-vn,True,native,.gitattributes;.json;.md;.parquet;.png
camel-ai/SETA-Env,True,native,.0;.0/configure;.0/debian/changelog;.0/debian/control;.0/debian/copyright;.0/debian/rules;.0/makefile;.0/readme;.0_control;.1;.13;.13/site-packages/numpy/ma/license;.13/site-packages/scipy/_lib/_uarray/license;.13/site-packages/scipy/integrate/license_dop;.192;.1_control;.33;.7z;.a;.ac;.access;.alias;.am;.ani;.append;.appimage;.applog;.approved;.appuser;.arff;.asm;.awk;.backup;.bak;.bash;.bash_profile;.bashrc;.bat;.batch;.bin;.bin/docker;.bmp;.broken;.build;.c;.cabal;.catalog;.cc;.cf;.cfg;.cgi;.cnf;.conf;.config;.cpp;.cron;.crontab;.crt;.cs;.csh;.csproj;.css;.csv;.d/apt;.d/dpkg;.d/myapp;.d/rcs;.dart;.dat;.data;.db;.dcm;.dconf;.deny;.dep;.desktop;.df;.dirs;.dist-info/installer;.dist-info/licenses/license;.dist-info/licenses/numpy/_core/src/common/pythoncapi-compat/copying;.dist-info/licenses/numpy/_core/src/highway/license;.dist-info/licenses/numpy/_core/src/umath/svml/license;.dist-info/licenses/numpy/ma/license;.dist-info/metadata;.dist-info/record;.dist-info/requested;.dist-info/wheel;.dpkg-old;.ds_store;.dsl;.efi;.el;.emacs;.eml;.env;.erb;.events;.ex;.example;.exp;.expected;.f;.f2py_f2cmap;.f90;.f95;.fc;.fio;.fish;.fits;.gd;.gdb;.gitattributes;.gitconfig;.gitignore;.gitkeep;.go;.gradle;.gyp;.gz;.h;.hcl;.hist;.hpp;.hs;.html;.hwdb;.ics;.if;.img;.in;.inc;.info;.ini;.init;.initd;.install;.io;.ipynb;.java;.jl;.jpg;.jq;.js;.jsh;.json;.jsonl;.jsx;.key;.keytab;.kt;.kts;.lab;.list;.load;.local;.locale;.lock;.log;.lst;.lua;.m;.manifest;.map;.mat;.md;.meta;.mjs;.mk;.mod;.monitor;.mount;.mounts;.nanorc;.nc;.netmon;.nginx;.nmconnection;.npy;.npz;.nu;.obj;.options;.out;.ovpn;.pa;.parquet;.password;.pc;.pdf;.php;.php5;.phtml;.pkl;.pl;.plsql;.pm;.png;.policy;.pp;.ppm;.profile;.projx;.properties;.ps;.ps1;.pth;.pxd;.py;.pyc;.pyf;.pyi;.pytest_cache/v/cache/lastfailed;.pytest_cache/v/cache/nodeids;.pyx;.r;.raw;.rb;.ref;.repo;.rpmnew;.rs;.rst;.rules;.s;.sample;.sav;.sbt;.scala;.scm;.secrets;.securrc;.service;.sh;.sim;.simulated;.sln;.smaps;.snap;.so;.socket;.sources;.spec;.sql;.sqlite;.srt;.sshd;.stat;.status;.sudoers;.svg;.tag;.target;.te;.template;.tex;.theme;.tilemap;.timer;.tmp;.tmpl;.tmux;.toml;.tpl;.tscn;.tsv;.txt;.typed;.v1;.v2;.v4;.venv/bin/activate;.venv/bin/f2py;.venv/bin/numpy-config;.venv/bin/python;.venv/bin/python3;.vim;.vimrc;.wav;.working;.xls;.xlsx;.xml;.xmodmaprc;.xsd;.yaml;.yml;.zip;.zlogin;.zprofile;.zsh;.zshenv;.zshrc
nvidia/Nemotron-SFT-Math-v4,True,auto_converted,.gitattributes;.jsonl;.md
RogoAI/big-finance-benchmark,True,auto_converted,.gitattributes;.json;.jsonl;.md
Maktabati/shamela-vectors,True,native,.gitattributes;.md;.parquet;.py;.txt
HelioAI/Open-Seedance-2.0-Videos,True,auto_converted,.gitattributes;.md;.mp4
armand0e/claude-opus-4.8-pi-traces,True,auto_converted,.gitattributes;.jsonl;.md
RoboDojo-Benchmark/RoboDojo,True,native,.20260617_170128;.20260617_170344;.20260617_170732;.20260617_171808;.20260617_171813;.20260617_171816;.20260617_172312;.20260617_172858;.20260617_173500;.20260617_174053;.20260617_174544;.20260617_175213;.20260617_190131;.20260617_192351;.20260617_201705;.20260617_203503;.20260617_203900;.20260617_211551;.20260617_212603;.20260617_213049;.20260617_213131;.20260617_213543;.20260617_214109;.20260617_214625;.20260617_215207;.20260617_215824;.20260617_220424;.20260617_221012;.20260617_222000;.20260617_222656;.20260617_222824;.20260617_223205;.20260617_223945;.20260617_224506;.20260617_225402;.20260617_230132;.20260617_230434;.20260617_230714;.20260617_231009;.20260617_231254;.20260617_232349;.20260617_234814;.20260618_000224;.20260618_002317;.20260618_004839;.20260618_012347;.20260618_015837;.20260618_021002;.20260618_024430;.20260618_033051;.20260618_041706;.20260618_042150;.20260618_051618;.20260618_051846;.20260618_054507;.20260618_055139;.20260618_061736;.20260618_065139;.20260619_152359;.20260619_152400;.20260619_153655;.20260619_160704;.20260619_160705;.20260626_042540;.20260626_043146;.20260627_224142;.20260627_224426;.20260627_224427;.20260701_091223;.20260701_093016;.20260701_093119;.20260703_153233;.20260703_153243;.20260703_153308;.20260703_153325;.20260703_153345;.20260703_153353;.20260703_153404;.20260703_153417;.20260703_153651;.20260703_153725;.20260703_153733;.20260703_153748;.20260703_153800;.20260703_153814;.20260703_153826;.20260703_153840;.20260703_153849;.bin;.ckpt;.ds_store;.gitattributes;.gitignore;.glb;.hdf5;.hdr;.jinja;.jpg;.json;.jsonl;.last_generated;.log;.md;.mdl;.model;.mp4;.msc;.mtl;.mv;.obj;.ocdbt;.parquet;.pkl;.png;.process_0/d/0250eee2b4c2960b452b55e3a00a94f1;.process_0/d/02c1c9183b1e6c3dcccdd454055dd70c;.process_0/d/034c195131570a2d202c656264a4cce2;.process_0/d/05594f2915a3a0d3075b84f25a297291;.process_0/d/061871ce9790b2cef937595ae76e7bc7;.process_0/d/0a05b3b4870f64154af3641ef1c1eecf;.process_0/d/0a8e45f164d86e569859ede7b10d7aaf;.process_0/d/0c44d0fc87bd4a2359d54068264dba09;.process_0/d/0d87e897750d39d006f3530101f5b5fb;.process_0/d/10828fa6664cc3a4bae33ffe352c89ba;.process_0/d/1121abfc013780b3234a792a8f8d864f;.process_0/d/1438d55959b885905274ffbc91b73a41;.process_0/d/1586c7fed2cae97d19f510cb159855fd;.process_0/d/1aee732b00629ab2fed18ca4fd614579;.process_0/d/1b12dac17a10a40b802dee4376c965d8;.process_0/d/1fbec215d6341f33f041c6145ee3756f;.process_0/d/2258f0b11848410778f637b49f2165ed;.process_0/d/230c53069ea12423adcf5f6c792971e7;.process_0/d/2472eb5b866b6c364760bdf96ae93168;.process_0/d/2502b091e2ba13ff9b7d1b525a1f5cc3;.process_0/d/25eb290be2dfd84d3281ddf70efb2e8e;.process_0/d/276010b9f0bb44b337e40670079a5d15;.process_0/d/28fd7f868db1f7e751a43d1591335fc8;.process_0/d/2be05c0c518d4d176c63010c21bdcf3c;.process_0/d/2e1fd4da5a5790c8b35773cdbe4a64e0;.process_0/d/343b9bf086462536a1857a285c8d8f8a;.process_0/d/345b3d7398177aa85f52a7a49ddaddde;.process_0/d/365e9e525bb0e4fd4b204dc21b61a2e0;.process_0/d/3749fcdb2abf24595f8ca06ee208e773;.process_0/d/376324c9ace028a15dc3b435ddee9255;.process_0/d/3e676d4ed728dec4a0cc6c8d68d9a2b9;.process_0/d/3f2ef3244fdf30294ce2a29a35aeee3d;.process_0/d/3f6dc1725ecac8555f66749af23f6fb1;.process_0/d/42eb48ef345d0e30b95bc9e2a194adc8;.process_0/d/43ced751db472f885d6a154e21e88ee2;.process_0/d/4427867c6a53e33584db42764f9ddd5f;.process_0/d/4966ef728c39ea1f1bf4d87af399d19e;.process_0/d/4a31596dd618f51e58936d7e524a96cd;.process_0/d/4c4a33824239660d0b91083cfb7a2120;.process_0/d/4e7e51e46590cdcc635b2fb4458b40ca;.process_0/d/4f2ed08eb57963d7fee30dc444e117a9;.process_0/d/51e2c9fb3b93b205eb74ba8afad3ef94;.process_0/d/55557c56326f2f96f9db17ca7feb04e3;.process_0/d/5627c11522683c7af0f3757e59a3eeab;.process_0/d/57e7be5715c4dc60656be37b18d4256c;.process_0/d/5a44b77dd001b2b8b939bea420bb4469;.process_0/d/5a5cb4f47bca1650907aee594d56d569;.process_0/d/5d00ca52ba2b67a4fad5e015e0ad5375;.process_0/d/5dd44e9e6c20354d58016a470210b404;.process_0/d/5dd8709edb353c8f006315a649769d4f;.process_0/d/5f906007f4e6cbe2664119da532488ce;.process_0/d/5fd264516c255ebafea8717094f19855;.process_0/d/60e8ea5c1d4ea9d47d1d9b590be07463;.process_0/d/614a274e624cbc0fef88d04577d6e026;.process_0/d/6613df0d65b57fcf45f3079de6deba83;.process_0/d/6811aee7d5345a8b0984ec136e41bb53;.process_0/d/6ade164cda1f43831f5f611043483282;.process_0/d/70024600ff6753450b596dfefc8727cf;.process_0/d/74f50ac0d0aa775d5a2d4abf52a5b349;.process_0/d/752f4da1ab6a43b005a190418a6ec1a5;.process_0/d/76898da6c10c4d01b6dea12c649ccb8a;.process_0/d/7856145bd94453d2e74cda4cb9e8a325;.process_0/d/7bb31cda0723dcff32ce744cb87080bd;.process_0/d/80601d166a238b74f308364c69415406;.process_0/d/83dc9c9ce5861bb824c3fc5bdd71ceb9;.process_0/d/8568400b1d9aad3772bc4ea5eb3e43f0;.process_0/d/859a77fa8be3010c298e8399dc47b724;.process_0/d/87ad41625ddd5c2742c43087cd8ae559;.process_0/d/89a3dbb639d3b49bb69ed833df7569ec;.process_0/d/95d5cee4987dc02b4cd10b997e938b58;.process_0/d/95e4722da149e33598e3a5e9fcc7c8fb;.process_0/d/96a442351403b9bfe140e721fb9fee22;.process_0/d/9bcbb841872df6238fac60235eab92a3;.process_0/d/9c4e22bfdd9bed430d09bcaf96a044e9;.process_0/d/9cf5e96b1b4dc9da61dbeb269eb3775e;.process_0/d/9ee31a8470632dd9dadc775b5c7acc54;.process_0/d/a1bcc531dacbb48492a5a67a6ac52e36;.process_0/d/a66e531837010ca0fb32ecd927335e53;.process_0/d/aa36e6f3f00dc6c071b61cf74ae1ee2a;.process_0/d/abb8228fe2b42283feb29aa28b18666b;.process_0/d/ac8f12a588d794b4a4b9a682ec262c14;.process_0/d/b406f85e628081256bd2160095a2fb05;.process_0/d/b44337043670f15b480aa2563e86957b;.process_0/d/b62e27e4800b912ccbeaecbe3bdb589d;.process_0/d/b74bca601e4b3e9eeeacee71a5508d8f;.process_0/d/b80c5ec2d76d52627a052ba205180bac;.process_0/d/bccac9b7ff11a3d65f440183349e0cb6;.process_0/d/bd18bc8b33942a045e5791a3fdcc759b;.process_0/d/bfe2a2094d535b75801d332985e387f8;.process_0/d/c1351d01eead90f151fa257afac03625;.process_0/d/c7ed2fbbe47d4ad52255024dcf2d5bf8;.process_0/d/cdf2897895921a6962076164ea389db6;.process_0/d/ce1637cf430319dc033526f7e32d833e;.process_0/d/d1c29e1ce8e5faa94595eff92a57df16;.process_0/d/d42134e5c665a1d7f33d13219fb7d3d0;.process_0/d/d67c57c19ab8ec551c21b31d786cb0d5;.process_0/d/d7883a65a80605bb1a507dfb16720b2a;.process_0/d/d7a5b27d8a8c4f63cc9dfe9d12d5e2d3;.process_0/d/d7edc85727c1d872e4c0b206bf2ea5d4;.process_0/d/d8e55920a236d68bf1bf91e7816f41ee;.process_0/d/d931aec2d1d586717a28915e6c710676;.process_0/d/da54218f6cf8e18eea87457c63484456;.process_0/d/db28b76f29bb8056ee564b74e9f8b5df;.process_0/d/dbacb492c822af0f38289a15c7d17e5a;.process_0/d/dc5075d6e034f277fb2481b82e377084;.process_0/d/dc9a0d32b9e80d8ce282f345818f302a;.process_0/d/dd2aaea00bbfa53fdb0ed4fac09a7f00;.process_0/d/e089164939da7a10c13af2b2c09a055e;.process_0/d/e094b8adf136f87e427199cf442771dc;.process_0/d/e113ce4590699f58cc2855163d003549;.process_0/d/e221003166e0afc41006c94699b38609;.process_0/d/e287b117f8ea4a35868205a93d17b5cb;.process_0/d/e7cb131eed66756a52811243abf970ce;.process_0/d/eaf28c80c38136f0743db19975639a5d;.process_0/d/ed7d868aa8ba78650300e275b87affdd;.process_0/d/eebb0538070de077e657829b31c1b81b;.process_0/d/efbf898f10a2e41077ef78468815b3a0;.process_0/d/f168a91507e26978e41f83bc6577ccae;.process_0/d/f4ab1eeff6b31be7abc477c52f482f3d;.process_0/d/fbf78c71d75f5d3cb7ef11cd9cde9ab0;.process_0/d/ff2813f0d40343f604223417e5609296;.process_0/d/ff370f1f658e007f06d1fefc424b2f73;.pt;.pth;.py;.safetensors;.sh;.srdf;.stl;.txt;.urdf;.usd;.usdz;.wandb;.yaml;.yml
BitRobot/HIW-500,True,auto_converted,.gitattributes;.json;.mcap;.yaml
DraconicDragon/Gelbooru-Tags-Full_2026-06-11,True,native,.gitattributes;.jsonl;.md;.parquet
carpedkm/RCEdit-500K,True,auto_converted,.csv;.gitattributes;.gz;.md
ministere-culture/comparia-fr-arena,True,native,.gitattributes;.jsonl;.md;.parquet;.tsv
anthonytec2/OctoSense,True,native,.gif;.gitattributes;.h5;.index;.jpg;.json;.jsonl;.log;.md;.mp4;.npz;.parquet;.png;.rrd;.txt;.yaml
Peacockery/tajik-asr-corpus-v3,True,native,.gitattributes;.json;.md;.parquet;.tsv
ratschlab/TCGA_virtual_spatial_transcriptomics_atlas,True,auto_converted,.csv;.gitattributes;.gz;.md;.png
jumplander/JumpShift,True,auto_converted,.gitattributes;.json;.md
jumplander/AIForge-1K-Testing,True,auto_converted,.gitattributes;.json;.jsonl;.md
jumplander/JumpForge-3K,True,auto_converted,.gitattributes;.json;.jsonl;.md
Torc-Robotics/TruckDrive,True,auto_converted,.gitattributes;.md;.py;.txt;.zip
SlayerLab/polish-dynaword,True,native,.gitattributes;.gitignore;.json;.md;.parquet;.png;.py
choucsan/mimo-claude-code-traces-1k,True,auto_converted,.gitattributes;.jsonl;.md;.png
AletheiaResearch/GPT-5.5-Codex,True,auto_converted,.gitattributes;.jsonl;.md
Qwen/AgentWorldBench,True,auto_converted,.gitattributes;.jsonl;.md
THUSI-Lab/VSI-Super-Wild,True,auto_converted,.gitattributes;.jsonl;.md;.png;.zip
AllTheBacteria/BacCorpus,True,native,.gitattributes;.json;.md;.parquet;.tmp
MAICHEN/Polymarket-BTC-Above-L25,True,native,.gitattributes;.parquet
XXH333/WordVoice-5A,True,auto_converted,.gitattributes;.jsonl;.md;.tar
KBlueLeaf/danbooru-8M-qwen3.5-caption,True,auto_converted,.db;.gitattributes;.md
muence/vibesec,True,native,.gitattributes;.json;.jsonl;.md;.parquet
behavior-1k/2026-challenge-demos,True,native,.csv;.gitattributes;.json;.md;.mp4;.parquet
ajh-oai/genebench-pro-public-package,True,auto_converted,.csv;.ds_store;.gitattributes;.gz;.json;.md;.npz;.pdf;.py;.sha256
hotdogs/uka-cyber-dataset,True,native,.gitattributes;.jsonl;.md;.parquet
commaai/comma1M,True,auto_converted,.gitattributes;.hevc;.jpg;.md;.safetensors
OpenOneRec/Explorer_LLM_Rec_Competition,True,native,.gitattributes;.jsonl;.md;.parquet;.py;.sh;.yaml
AgentNativeResearchLab/arc-agi3-ls20-agent-trajectories,True,auto_converted,.gitattributes;.json;.jsonl;.md;.yaml
OpenDriveLab/SparseVideoNav,True,auto_converted,.gitattributes;.json;.jsonl;.md;.png;.zst
VisionXLab/DisciplineGen-1M,True,native,.gitattributes;.parquet
Professor/yoruba-speech-data,True,native,.gitattributes;.jsonl;.md;.parquet;.tar
jumplander/JumpLander-PMB-100K,True,auto_converted,.cff;.gitattributes;.json;.jsonl;.md;.py
sy-xie/robovista,True,native,.gitattributes;.md;.parquet
QuixiAI/SYN-1B,True,native,.bin;.gitattributes;.gz;.json;.log;.md;.parquet
FlyRank/internship-lanes,True,native,.gitattributes;.md;.parquet
TerraBytes/Fable-5-traces,True,auto_converted,.gitattributes;.jsonl;.md;.png;.txt
ajibawa-2023/Technical-Architectures-Large,True,auto_converted,.gitattributes;.jsonl;.md
oddadmix/lahgtna-v3-small,True,native,.gitattributes;.md;.parquet
ShinMK3/Mega-Brain-Distill,True,native,.gitattributes;.md;.parquet
SmartStake/mlb-player-props,True,native,.gitattributes;.md;.parquet
davanstrien/apollo-11-diarized,True,native,.gitattributes;.md;.parquet
halfmorepiece/MedSR-Bench,True,native,.gitattributes;.json;.md;.parquet
NP235/MathNet,True,native,.gitattributes;.jpg;.md;.parquet;.png;.pyc
Voxel51/pheno4d,True,auto_converted,.gif;.gitattributes;.json;.md;.pcd;.yml
JiakangYu/ChartSync,True,auto_converted,.gitattributes;.gitignore;.json;.md;.png;.py
Geo-Club/Geo-Video,True,auto_converted,.gitattributes;.gitkeep;.mp4;.vtt
filipovicfilip222/serbfin-sentiment,True,native,.gitattributes;.md;.parquet
choucsan/OpenUAV-QA,True,auto_converted,.ds_store;.gitattributes;.gitkeep;.jpeg;.jsonl;.md;.png;.webp
choucsan/SIS-Bench,True,auto_converted,.gitattributes;.jpeg;.jsonl;.md;.mp4;.webp
HF-Collab-Center/All-Space-Repos-2026-28,True,native,.gitattributes;.md;.parquet
MoreThought/Fable-5-Max-Reasoning-Filtered,True,auto_converted,.gitattributes;.jsonl;.md
JasperHaozhe/SearchGen-Bench,True,auto_converted,.cff;.gitattributes;.json;.jsonl;.md;.tar
JasperHaozhe/SearchGen-20K,True,auto_converted,.cff;.gitattributes;.json;.jsonl;.md;.tar;.tsv;.txt
JasperHaozhe/SearchGen-Corpus-1M,True,auto_converted,.cff;.gitattributes;.json;.jsonl;.md;.sqlite;.tar
inclusionAI/NSFA_Benchmarks,True,native,.gitattributes;.md;.parquet
forever-healthy/evipedia-reviews,True,auto_converted,.gitattributes;.jsonl;.md
SovNodeAI/certified-document-qa,True,auto_converted,.gitattributes;.json;.jsonl;.md;.txt
KKKarim711/tunisian-english-parallel-pairs,True,auto_converted,.gitattributes;.jsonl;.md
France-ML/test,True,native,.gitattributes;.md;.parquet
MCG-NJU/VIABench,True,auto_converted,.gitattributes;.json;.md;.mp4;.png
MinhDS/ViHoRec,True,native,.csv;.gitattributes;.json;.md;.parquet
greghavens/gpt-5.6-sol-coding-and-debugging-traces,True,auto_converted,.gitattributes;.jsonl;.md
pogram1st/practika-fiction-support-ru,True,native,.gitattributes;.md;.parquet
dbrovkin/kinopotok-toxicity,True,native,.gitattributes;.md;.parquet
alanhasn/KurdishCorpus-Clean,True,auto_converted,.gitattributes;.jsonl;.md
TUM-AVS/Chat2scenic-IROS2026,True,auto_converted,.gitattributes;.md;.scenic;.zip
nlpai-lab/miracl-multilingual-triplets,True,native,.gitattributes;.md;.parquet
liumindmind/NekoCOT-30K,True,auto_converted,.gitattributes;.json;.md;.png
Anthropic/hh-rlhf,True,auto_converted,.gitattributes;.gz;.md
yahma/alpaca-cleaned,True,auto_converted,.gitattributes;.json;.md
anon8231489123/ShareGPT_Vicuna_unfiltered,True,auto_converted,.gitattributes;.ipynb;.json;.md;.py;.whl
HuggingFaceH4/ultrachat_200k,True,native,.gitattributes;.md;.parquet
FreedomIntelligence/medical-o1-reasoning-SFT,True,auto_converted,.gitattributes;.json;.md
XDOF/ABC-130k,True,auto_converted,
google/civil_comments,True,native,.gitattributes;.md;.parquet
code-search-net/code_search_net,True,native,.gitattributes;.md;.parquet
tau/commonsense_qa,True,native,.gitattributes;.md;.parquet
eriktks/conll2003,True,auto_converted,.gitattributes;.md;.py
cornell-movie-dialog/cornell_movie_dialog,True,auto_converted,.gitattributes;.md;.py
facebook/covost2,True,auto_converted,.gitattributes;.md;.py
stanfordnlp/craigslist_bargains,True,auto_converted,.gitattributes;.md;.py
ucinlp/drop,True,native,.gitattributes;.md;.parquet
dair-ai/emotion,True,native,.gitattributes;.md;.parquet
emotone-ar-cicling2017/emotone_ar,True,native,.gitattributes;.md;.parquet
fever/fever,True,auto_converted,.gitattributes;.md;.py
ethz/food101,True,native,.gitattributes;.md;.parquet
nyu-mll/glue,True,native,.gitattributes;.md;.parquet
